Contig	Start	End	Strand	Pos
contig_1	1028200	1028598	1	899
contig_1	1028713	1029483	-1	900
contig_1	1029480	1029884	-1	901
contig_1	1030055	1031494	-1	902
contig_1	1032183	1032587	1	903
contig_1	1032649	1033782	-1	904
contig_1	1034018	1034293	-1	905
contig_1	1034274	1035494	-1	906
contig_1	1035711	1036565	1	907
contig_1	1036575	1038125	1	908
contig_1	1038128	1039459	-1	909
contig_1	1039583	1040551	-1	910
contig_1	1040529	1041125	-1	911
contig_1	1041145	1043466	-1	912
contig_1	1043480	1044271	-1	913
contig_1	1044252	1045454	-1	914
contig_1	1045467	1045979	-1	915
contig_1	1045969	1047444	-1	916
contig_1	1047414	1049954	-1	917
contig_1	1049947	1050753	-1	918
contig_1	1050750	1052360	-1	919
contig_1	1052674	1054521	1	920
contig_1	1054852	1055226	-1	921
contig_1	1055383	1056021	-1	922
contig_1	1056051	1058129	-1	923
contig_1	1058136	1058579	-1	924
contig_1	1058745	1059467	1	925
contig_1	1059629	1060597	1	926
contig_1	1060659	1061372	-1	927
contig_1	1061429	1062844	-1	928
contig_1	1062862	1063461	-1	929
contig_1	1063606	1064721	1	930
contig_1	1064764	1066395	1	931
contig_1	1066395	1067315	1	932
contig_1	1067316	1067855	-1	933
contig_1	1068059	1069174	-1	934
contig_1	1069513	1070190	-1	935
contig_1	1070464	1071033	-1	936
contig_1	1071059	1071622	-1	937
contig_1	1072130	1072378	1	938
contig_1	1072426	1073430	1	939
contig_1	1073494	1073781	1	940
contig_1	1073801	1074253	1	941
contig_1	1074275	1074493	1	942
contig_1	1074537	1074680	1	943
contig_1	1074753	1076372	-1	944
contig_1	1076523	1077671	1	945
contig_1	1077707	1082626	1	946
contig_1	1083133	1083612	1	947
contig_1	1083795	1085675	1	948
contig_1	1085711	1086655	1	949
contig_1	1086735	1090619	1	950
contig_1	1090686	1091930	-1	951
contig_1	1091923	1092759	-1	952
contig_1	1092972	1093970	1	953
contig_1	1093981	1095225	1	954
contig_1	1095229	1096572	1	955
contig_1	1096569	1097027	1	956
contig_1	1097024	1097602	1	957
contig_1	1097571	1098989	1	958
contig_1	1099032	1100705	1	959
contig_1	1100817	1102118	1	960
contig_1	1102134	1105280	-1	961
contig_1	1105655	1106353	1	962
contig_1	1106367	1106858	1	963
contig_1	1106937	1107737	1	964
contig_1	1107730	1108410	1	965
contig_1	1108582	1109880	1	966
contig_1	1109995	1110243	1	967
contig_1	1110302	1113436	-1	968
contig_1	1113617	1114288	1	969
contig_1	1114451	1115059	1	970
contig_1	1115165	1116199	1	971
contig_1	1116224	1117135	-1	972
contig_1	1117196	1119118	-1	973
contig_1	1119332	1119811	1	974
contig_1	1119822	1120058	-1	975
contig_1	1120155	1123001	-1	976
contig_1	1123091	1124401	1	977
contig_1	1124407	1125087	1	978
contig_1	1125060	1125866	1	979
contig_1	1125871	1126572	-1	980
contig_1	1126667	1127644	-1	981
contig_1	1127689	1127943	-1	982
contig_1	1128074	1128379	-1	983
contig_1	1128403	1129989	-1	984
contig_1	1130006	1131460	-1	985
contig_1	1131465	1133615	-1	986
contig_1	1133633	1134535	-1	987
contig_1	1134566	1135996	-1	988
contig_1	1136130	1137110	-1	989
contig_1	1137215	1137991	-1	990
contig_1	1138301	1139017	-1	991
contig_1	1139101	1140723	-1	992
contig_1	1140739	1142562	-1	993
contig_1	1142552	1144627	-1	994
contig_1	1144660	1145751	1	995
contig_1	1145769	1146611	1	996
contig_1	1146632	1147546	1	997
contig_1	1147566	1149185	-1	998
contig_1	1149625	1151220	1	999
contig_1	1151217	1153349	-1	1000
contig_1	1153381	1153965	-1	1001
contig_1	1154121	1155779	1	1002
contig_1	1155783	1156526	-1	1003
contig_1	1156554	1157792	-1	1004
contig_1	1157982	1158503	-1	1005
contig_1	1158514	1159425	-1	1006
contig_1	1159545	1160939	1	1007
contig_1	1160936	1161316	-1	1008
contig_1	1161593	1163023	-1	1009
contig_1	1163020	1165599	-1	1010
contig_1	1165596	1167389	-1	1011
contig_1	1167490	1167978	1	1012
contig_1	1168134	1169639	1	1013
contig_1	1169640	1174778	-1	1014
contig_1	1175127	1176020	1	1015
contig_1	1176031	1177131	-1	1016
contig_1	1177109	1177363	-1	1017
contig_1	1177470	1178261	1	1018
contig_1	1178265	1179611	1	1019
contig_1	1179615	1180709	1	1020
contig_1	1180713	1181630	1	1021
contig_1	1181773	1182780	1	1022
contig_1	1182819	1183898	-1	1023
contig_1	1184123	1184578	1	1024
contig_1	1184624	1185691	1	1025
contig_1	1185720	1187213	1	1026
contig_1	1187245	1188339	1	1027
contig_1	1188434	1189021	1	1028
contig_1	1189018	1189692	-1	1029
contig_1	1189724	1190620	-1	1030
contig_1	1190850	1192442	1	1031
contig_1	1192630	1194231	1	1032
contig_1	1194329	1196182	1	1033
contig_1	1196216	1197301	1	1034
contig_1	1197195	1198490	-1	1035
contig_1	1198950	1200047	1	1036
contig_1	1200059	1200556	1	1037
contig_1	1200577	1201761	1	1038
contig_1	1201860	1202141	1	1039
contig_1	1202080	1202475	1	1040
contig_1	1202623	1205430	1	1041
contig_1	1205541	1206842	1	1042
contig_1	1206859	1207407	-1	1043
contig_1	1207379	1208725	-1	1044
contig_1	1208928	1209419	1	1045
contig_1	1209433	1210062	-1	1046
contig_1	1210059	1210730	-1	1047
contig_1	1210852	1212255	1	1048
contig_1	1212305	1213609	1	1049
contig_1	1213669	1214703	1	1050
contig_1	1214739	1216514	-1	1051
contig_1	1216667	1218049	-1	1052
contig_1	1218073	1219485	-1	1053
contig_1	1219500	1220660	-1	1054
contig_1	1220780	1222501	-1	1055
contig_1	1222604	1223536	1	1056
contig_1	1223558	1224238	1	1057
contig_1	1224262	1226481	1	1058
contig_1	1226481	1226990	1	1059
contig_1	1226973	1227581	-1	1060
contig_1	1227686	1228351	-1	1061
contig_1	1228602	1229498	1	1062
contig_1	1229563	1230012	1	1063
contig_1	1230020	1230352	1	1064
contig_1	1230370	1231128	1	1065
contig_1	1231294	1232913	1	1066
contig_1	1232910	1233836	-1	1067
contig_1	1233953	1234744	-1	1068
contig_1	1234900	1235736	-1	1069
contig_1	1235901	1237187	-1	1070
contig_1	1237474	1238166	-1	1071
contig_1	1238186	1238617	-1	1072
contig_1	1238636	1240675	-1	1073
contig_1	1240672	1243275	-1	1074
contig_1	1243275	1244135	-1	1075
contig_1	1244262	1245584	1	1076
contig_1	1245622	1246596	1	1077
contig_1	1246604	1247269	-1	1078
contig_1	1247420	1247932	1	1079
contig_1	1247929	1248606	-1	1080
contig_1	1248634	1249470	-1	1081
contig_1	1249513	1250469	-1	1082
contig_1	1250820	1251593	-1	1083
contig_1	1251786	1252787	-1	1084
contig_1	1252769	1254691	-1	1085
contig_1	1254760	1255248	-1	1086
contig_1	1255567	1256112	-1	1087
contig_1	1256142	1257155	-1	1088
contig_1	1257383	1257991	1	1089
contig_1	1258004	1259386	1	1090
contig_1	1259555	1261999	1	1091
contig_1	1262040	1263761	-1	1092
contig_1	1264038	1265072	1	1093
contig_1	1265097	1267130	1	1094
contig_1	1267131	1267958	1	1095
contig_1	1268044	1269135	1	1096
contig_1	1269265	1270260	1	1097
contig_1	1270263	1270505	1	1098
contig_1	1270499	1272205	1	1099
contig_1	1272226	1273059	-1	1100
contig_1	1273215	1274618	1	1101
contig_1	1274628	1276166	-1	1102
contig_1	1276376	1279405	-1	1103
contig_1	1279431	1280540	-1	1104
contig_1	1280696	1283539	-1	1105
contig_1	1283635	1285038	-1	1106
contig_1	1285043	1286830	-1	1107
contig_1	1286928	1287884	-1	1108
contig_1	1288042	1288221	-1	1109
contig_1	1288461	1288691	-1	1110
contig_1	1288949	1291576	1	1111
contig_1	1291641	1292891	1	1112
contig_1	1292888	1294087	-1	1113
contig_1	1294176	1294856	1	1114
contig_1	1294884	1295399	1	1115
contig_1	1295371	1296180	1	1116
contig_1	1296185	1296601	-1	1117
contig_1	1296738	1297559	1	1118
contig_1	1297569	1299053	1	1119
contig_1	1299169	1301211	1	1120
contig_1	1301386	1302744	1	1121
contig_1	1302778	1303776	1	1122
contig_1	1303901	1304866	1	1123
contig_1	1304876	1306777	-1	1124
contig_1	1307045	1307518	1	1125
contig_1	1307629	1307958	1	1126
contig_1	1308183	1308386	1	1127
contig_1	1308436	1309032	1	1128
contig_1	1309059	1309862	1	1129
contig_1	1309857	1311131	-1	1130
contig_1	1311246	1311869	1	1131
contig_1	1311793	1313019	-1	1132
contig_1	1313056	1313988	-1	1133
contig_1	1314147	1315241	1	1134
contig_1	1315280	1315816	1	1135
contig_1	1315855	1316712	1	1136
contig_1	1316751	1318142	1	1137
contig_1	1318163	1319260	1	1138
contig_1	1319263	1320519	1	1139
contig_1	1320643	1321197	1	1140
contig_1	1321200	1322081	-1	1141
contig_1	1322287	1323069	1	1142
contig_1	1323093	1323791	1	1143
contig_1	1323815	1324315	1	1144
contig_1	1324307	1325464	-1	1145
contig_1	1325619	1329242	-1	1146
contig_1	1329585	1331192	1	1147
contig_1	1331219	1333123	1	1148
contig_1	1333120	1333938	1	1149
contig_1	1333940	1335979	1	1150
contig_1	1336069	1337220	1	1151
contig_1	1337327	1338244	1	1152
contig_1	1338267	1340102	1	1153
contig_1	1340184	1342250	1	1154
contig_1	1342297	1343400	1	1155
contig_1	1343403	1344941	1	1156
contig_1	1344950	1345342	-1	1157
contig_1	1345522	1345692	1	1158
contig_1	1346186	1347739	1	1159
contig_1	1347830	1348432	-1	1160
contig_1	1348538	1348951	1	1161
contig_1	1348923	1349705	-1	1162
contig_1	1349725	1350183	1	1163
contig_1	1350194	1352335	1	1164
contig_1	1352377	1353405	1	1165
contig_1	1353447	1355474	1	1166
contig_1	1355471	1356202	-1	1167
contig_1	1356217	1356891	-1	1168
contig_1	1357050	1357523	-1	1169
contig_1	1357783	1358079	1	1170
contig_1	1358115	1359311	1	1171
contig_1	1359344	1361686	1	1172
contig_1	1361823	1361993	1	1173
contig_1	1361947	1363092	1	1174
contig_1	1363469	1365031	1	1175
contig_1	1365067	1365831	1	1176
contig_1	1365998	1366381	-1	1177
contig_1	1366694	1367428	-1	1178
contig_1	1367782	1369590	1	1179
contig_1	1369798	1370829	-1	1180
contig_1	1370844	1370975	-1	1181
contig_1	1371637	1372791	-1	1182
contig_1	1372952	1373590	-1	1183
contig_1	1374190	1375086	-1	1184
contig_1	1375325	1376149	-1	1185
contig_1	1377305	1377628	1	1186
contig_1	1377860	1378456	-1	1187
contig_1	1378472	1379182	-1	1188
contig_1	1379124	1380374	-1	1189
contig_1	1380371	1382221	-1	1190
contig_1	1382629	1382892	1	1191
contig_1	1382961	1383122	1	1192
contig_1	1383135	1383845	1	1193
contig_1	1384044	1384706	-1	1194
contig_1	1385015	1386001	1	1195
contig_1	1386542	1386898	1	1196
contig_1	1387016	1389217	1	1197
contig_1	1389258	1390907	-1	1198
contig_1	1391168	1391647	1	1199
contig_1	1391580	1391822	-1	1200
contig_1	1391966	1393456	1	1201
contig_1	1393463	1393963	-1	1202
contig_1	1394003	1394587	-1	1203
contig_1	1394614	1395954	-1	1204
contig_1	1395985	1396485	-1	1205
contig_1	1396719	1397294	-1	1206
contig_1	1397395	1397670	-1	1207
contig_1	1397745	1398728	-1	1208
contig_1	1398764	1401145	-1	1209
contig_1	1401534	1402619	-1	1210
contig_1	1402885	1403658	1	1211
contig_1	1403712	1405814	-1	1212
contig_1	1405945	1407150	-1	1213
contig_1	1407364	1408518	1	1214
contig_1	1408551	1409897	-1	1215
contig_1	1409925	1410569	-1	1216
contig_1	1410716	1411474	-1	1217
contig_1	1411857	1412597	1	1218
contig_1	1412623	1413444	1	1219
contig_1	1413504	1414217	1	1220
contig_1	1414218	1414919	1	1221
contig_1	1414916	1415653	-1	1222
contig_1	1415647	1415841	-1	1223
contig_1	1415838	1417043	-1	1224
contig_1	1417136	1417627	-1	1225
contig_1	1417624	1417932	-1	1226
contig_1	1417967	1420741	-1	1227
contig_1	1420816	1421061	-1	1228
contig_1	1421569	1422207	1	1229
contig_1	1422326	1423138	1	1230
contig_1	1423166	1423810	1	1231
contig_1	1423983	1425248	1	1232
contig_1	1425452	1426831	1	1233
contig_1	1426828	1427463	-1	1234
contig_1	1427460	1427729	-1	1235
contig_1	1428034	1428918	1	1236
contig_1	1428899	1431688	1	1237
contig_1	1431681	1435001	1	1238
contig_1	1435091	1436062	1	1239
contig_1	1436064	1436354	-1	1240
contig_1	1436468	1437094	1	1241
contig_1	1437087	1437542	1	1242
contig_1	1437557	1438012	-1	1243
contig_1	1438101	1439084	1	1244
contig_1	1439134	1440105	1	1245
contig_1	1440088	1440738	-1	1246
contig_1	1440918	1442660	1	1247
contig_1	1442657	1452985	-1	1248
contig_1	1453143	1454234	-1	1249
contig_1	1454494	1456176	1	1250
contig_1	1456342	1457049	1	1251
contig_1	1457075	1458085	1	1252
contig_1	1458109	1458861	-1	1253
contig_1	1458908	1459444	-1	1254
contig_1	1459591	1461411	1	1255
contig_1	1461411	1462274	1	1256
contig_1	1462538	1462948	1	1257
contig_1	1462999	1463580	1	1258
contig_1	1463616	1464005	1	1259
contig_1	1464056	1464637	1	1260
contig_1	1464645	1465004	1	1261
contig_1	1465174	1466181	1	1262
contig_1	1466224	1467711	1	1263
contig_1	1467761	1468741	1	1264
contig_1	1468728	1469915	-1	1265
contig_1	1469979	1470287	-1	1266
contig_1	1470559	1472061	1	1267
contig_1	1472067	1473029	-1	1268
contig_1	1473418	1475181	1	1269
contig_1	1475285	1476319	1	1270
contig_1	1476321	1476620	-1	1271
contig_1	1476785	1477789	1	1272
contig_1	1477861	1478865	1	1273
contig_1	1478862	1479827	1	1274
contig_1	1479838	1480698	-1	1275
contig_1	1480695	1481543	-1	1276
contig_1	1481543	1482463	-1	1277
contig_1	1482502	1483611	-1	1278
contig_1	1483897	1484565	1	1279
contig_1	1484575	1485567	1	1280
contig_1	1485706	1486458	1	1281
contig_1	1486549	1486839	-1	1282
contig_1	1487058	1488515	1	1283
contig_1	1488523	1491285	1	1284
contig_1	1491282	1492619	1	1285
contig_1	1492597	1494213	-1	1286
contig_1	1494300	1495466	-1	1287
contig_1	1495500	1496519	-1	1288
contig_1	1496592	1497587	-1	1289
contig_1	1497601	1499940	-1	1290
contig_1	1500106	1501758	1	1291
contig_1	1501871	1502128	1	1292
contig_1	1502176	1502880	1	1293
contig_1	1502977	1505064	1	1294
contig_1	1505077	1505622	1	1295
contig_1	1505658	1506425	1	1296
contig_1	1506340	1508103	-1	1297
contig_1	1508299	1508556	1	1298
contig_1	1508668	1509858	1	1299
contig_1	1509955	1510719	1	1300
contig_1	1510730	1512235	-1	1301
contig_1	1512293	1513423	1	1302
contig_1	1513384	1514001	1	1303
contig_1	1513998	1515107	-1	1304
contig_1	1515113	1516189	-1	1305
contig_1	1516329	1518236	1	1306
contig_1	1518211	1518732	1	1307
contig_1	1518712	1519686	-1	1308
contig_1	1519721	1521043	-1	1309
contig_1	1521080	1521505	-1	1310
contig_1	1521523	1522158	-1	1311
contig_1	1522193	1523446	-1	1312
contig_1	1523463	1524728	-1	1313
contig_1	1525006	1527600	1	1314
contig_1	1527900	1528604	1	1315
contig_1	1528601	1529104	1	1316
contig_1	1529760	1531547	1	1317
contig_1	1531557	1532264	-1	1318
contig_1	1532409	1534898	1	1319
contig_1	1535032	1535250	1	1320
contig_1	1535276	1536397	-1	1321
contig_1	1536473	1537993	-1	1322
contig_1	1537990	1538340	-1	1323
contig_1	1538309	1538920	-1	1324
contig_1	1538904	1541867	-1	1325
contig_1	1541983	1542585	1	1326
contig_1	1542612	1543334	1	1327
contig_1	1543331	1546930	-1	1328
contig_1	1547121	1548383	-1	1329
contig_1	1548443	1550569	-1	1330
contig_1	1550616	1551293	1	1331
contig_1	1551361	1551720	1	1332
contig_1	1551717	1552676	1	1333
contig_1	1552679	1553662	-1	1334
contig_1	1553665	1555767	-1	1335
contig_1	1555764	1555985	-1	1336
contig_1	1556117	1557010	-1	1337
contig_1	1557100	1558131	-1	1338
contig_1	1558250	1559176	1	1339
contig_1	1559181	1560146	1	1340
contig_1	1560249	1560659	1	1341
contig_1	1560667	1561518	-1	1342
contig_1	1561569	1563020	-1	1343
contig_1	1563017	1563556	-1	1344
contig_1	1563588	1564901	-1	1345
contig_1	1564894	1566561	-1	1346
contig_1	1566642	1568300	1	1347
contig_1	1568377	1570506	1	1348
contig_1	1570503	1571630	-1	1349
contig_1	1571702	1572373	1	1350
contig_1	1572567	1573343	1	1351
contig_1	1573355	1574467	-1	1352
contig_1	1574474	1575388	-1	1353
contig_1	1575399	1576340	-1	1354
contig_1	1576647	1578146	-1	1355
contig_1	1578164	1580653	-1	1356
contig_1	1580718	1581362	-1	1357
contig_1	1581513	1583594	1	1358
contig_1	1583591	1584619	-1	1359
contig_1	1584637	1585713	-1	1360
contig_1	1585748	1587985	-1	1361
contig_1	1588043	1588351	-1	1362
contig_1	1588369	1588938	-1	1363
contig_1	1588960	1589328	-1	1364
contig_1	1589476	1589820	1	1365
contig_1	1589833	1590435	1	1366
contig_1	1590459	1591490	-1	1367
contig_1	1591523	1591804	-1	1368
contig_1	1591948	1592772	1	1369
contig_1	1592797	1592985	1	1370
contig_1	1593254	1593985	1	1371
contig_1	1594086	1595465	-1	1372
contig_1	1595523	1597373	-1	1373
contig_1	1597506	1598483	1	1374
contig_1	1598610	1599638	1	1375
contig_1	1599819	1600712	-1	1376
contig_1	1600886	1601680	1	1377
contig_1	1601684	1602211	-1	1378
contig_1	1602491	1603072	-1	1379
contig_1	1603123	1603533	-1	1380
contig_1	1603637	1603936	-1	1381
contig_1	1604127	1604702	-1	1382
contig_1	1605022	1605549	-1	1383
contig_1	1605564	1606073	-1	1384
contig_1	1606265	1606837	-1	1385
contig_1	1607083	1608231	-1	1386
contig_1	1608329	1608577	-1	1387
contig_1	1608574	1608843	-1	1388
contig_1	1609105	1609530	1	1389
contig_1	1609598	1610869	-1	1390
contig_1	1611250	1613301	1	1391
contig_1	1613515	1615149	-1	1392
contig_1	1615663	1616181	-1	1393
contig_1	1616350	1616718	-1	1394
contig_1	1616805	1617311	-1	1395
contig_1	1617803	1618207	1	1396
contig_1	1618479	1619783	-1	1397
contig_1	1620156	1620323	-1	1398
contig_1	1620283	1621356	-1	1399
contig_1	1621394	1621765	-1	1400
contig_1	1622723	1624657	1	1401
contig_1	1624611	1625180	1	1402
contig_1	1625260	1626072	-1	1403
contig_1	1626050	1626343	-1	1404
contig_1	1626457	1626987	-1	1405
contig_1	1627046	1627480	-1	1406
contig_1	1627681	1628259	1	1407
contig_1	1628475	1629230	1	1408
contig_1	1629253	1629678	1	1409
contig_1	1630186	1630500	1	1410
contig_1	1631164	1631883	-1	1411
contig_1	1631916	1632509	-1	1412
contig_1	1632828	1633481	-1	1413
contig_1	1633703	1634056	-1	1414
contig_1	1634420	1634731	1	1415
contig_1	1634734	1634859	1	1416
contig_1	1635110	1635691	-1	1417
contig_1	1635742	1636152	-1	1418
contig_1	1636468	1637007	1	1419
contig_1	1637217	1638227	-1	1420
contig_1	1638241	1638825	-1	1421
contig_1	1638827	1639390	-1	1422
contig_1	1639808	1640317	1	1423
contig_1	1640681	1640923	1	1424
contig_1	1640945	1642102	-1	1425
contig_1	1642143	1642706	-1	1426
contig_1	1642703	1657927	-1	1427
contig_1	1657975	1659714	-1	1428
contig_1	1660932	1661738	1	1429
contig_1	1661746	1662699	-1	1430
contig_1	1662925	1663350	-1	1431
contig_1	1663354	1663917	-1	1432
contig_1	1664175	1664822	1	1433
contig_1	1664819	1665139	1	1434
contig_1	1665394	1666038	1	1435
contig_1	1666035	1666370	1	1436
contig_1	1666506	1667285	1	1437
contig_1	1667285	1667620	1	1438
contig_1	1667667	1667990	1	1439
contig_1	1668045	1668383	1	1440
contig_1	1668433	1668753	1	1441
contig_1	1668945	1669391	1	1442
contig_1	1669408	1669983	1	1443
contig_1	1670024	1671181	1	1444
contig_1	1671279	1671593	-1	1445
contig_1	1672265	1673524	1	1446
contig_1	1673526	1673879	1	1447
contig_1	1674207	1674377	1	1448
contig_1	1674377	1674709	1	1449
contig_1	1674737	1675060	1	1450
contig_1	1675173	1675532	1	1451
contig_1	1675582	1675902	1	1452
contig_1	1676091	1676567	1	1453
contig_1	1676564	1677160	1	1454
contig_1	1677201	1678361	1	1455
contig_1	1678353	1678934	-1	1456
contig_1	1678985	1679395	-1	1457
contig_1	1679654	1679968	-1	1458
contig_1	1679958	1680143	-1	1459
contig_1	1680628	1680981	1	1460
contig_1	1681132	1681452	1	1461
contig_1	1681630	1681797	1	1462
contig_1	1682247	1684958	-1	1463
contig_1	1685081	1686568	-1	1464
contig_1	1686599	1687681	-1	1465
contig_1	1687793	1689487	-1	1466
contig_1	1689741	1690142	-1	1467
contig_1	1690240	1691343	1	1468
contig_1	1691354	1692439	1	1469
contig_1	1692496	1693137	1	1470
contig_1	1693140	1693352	-1	1471
contig_1	1693458	1693859	-1	1472
contig_1	1694079	1695557	1	1473
contig_1	1695579	1696826	1	1474
contig_1	1696819	1698063	1	1475
contig_1	1698087	1698422	1	1476
contig_1	1698446	1700329	-1	1477
contig_1	1700506	1701237	-1	1478
contig_1	1701283	1703103	-1	1479
contig_1	1703073	1704404	-1	1480
contig_1	1704420	1705808	-1	1481
contig_1	1705851	1708325	-1	1482
contig_1	1708451	1709281	-1	1483
contig_1	1709278	1709934	-1	1484
contig_1	1710064	1710552	1	1485
contig_1	1710903	1711799	1	1486
contig_1	1711968	1712393	-1	1487
contig_1	1712608	1714434	-1	1488
contig_1	1714492	1716030	-1	1489
contig_1	1716164	1717642	-1	1490
contig_1	1717670	1718065	-1	1491
contig_1	1718108	1719031	1	1492
contig_1	1719053	1720105	1	1493
contig_1	1720108	1721490	1	1494
contig_1	1721679	1722554	1	1495
contig_1	1722686	1723768	1	1496
contig_1	1723801	1724550	1	1497
contig_1	1724650	1725159	1	1498
contig_1	1725179	1725451	1	1499
contig_1	1725483	1725800	1	1500
contig_1	1725887	1727284	1	1501
contig_1	1727382	1728578	-1	1502
contig_1	1728882	1729736	-1	1503
contig_1	1729739	1732552	-1	1504
contig_1	1732628	1734106	-1	1505
contig_1	1734110	1734958	-1	1506
contig_1	1735014	1735685	-1	1507
contig_1	1735708	1736628	-1	1508
contig_1	1736625	1737848	-1	1509
contig_1	1737845	1738531	-1	1510
contig_1	1738750	1739253	1	1511
contig_1	1739331	1740224	-1	1512
contig_1	1740367	1742286	1	1513
contig_1	1742406	1742687	1	1514
contig_1	1742684	1743778	1	1515
contig_1	1743805	1745253	-1	1516
contig_1	1745578	1748163	1	1517
contig_1	1748285	1748920	1	1518
contig_1	1748928	1749665	1	1519
contig_1	1749684	1750046	1	1520
contig_1	1750069	1751790	1	1521
contig_1	1751790	1752230	1	1522
contig_1	1752230	1753162	1	1523
contig_1	1753177	1753869	1	1524
contig_1	1753892	1754269	-1	1525
contig_1	1754266	1755030	-1	1526
contig_1	1755078	1755758	-1	1527
contig_1	1755985	1757025	-1	1528
contig_1	1757003	1758130	-1	1529
contig_1	1758114	1758911	-1	1530
contig_1	1758901	1759563	-1	1531
contig_1	1759564	1760394	-1	1532
contig_1	1760403	1762322	-1	1533
contig_1	1762583	1762879	1	1534
contig_1	1762894	1763712	1	1535
contig_1	1763714	1765165	1	1536
contig_1	1765167	1765838	1	1537
contig_1	1765840	1766397	1	1538
contig_1	1766419	1766913	1	1539
contig_1	1766910	1767941	-1	1540
contig_1	1768100	1769227	-1	1541
contig_1	1769231	1770325	-1	1542
contig_1	1770318	1770962	-1	1543
contig_1	1770952	1772112	-1	1544
contig_1	1772105	1773094	-1	1545
contig_1	1773187	1774497	-1	1546
contig_1	1774714	1775997	-1	1547
contig_1	1776233	1777420	1	1548
contig_1	1777428	1779626	-1	1549
contig_1	1779684	1780427	-1	1550
contig_1	1780449	1781873	-1	1551
contig_1	1782083	1782871	1	1552
contig_1	1783055	1784368	1	1553
contig_1	1784371	1784793	1	1554
contig_1	1784945	1785583	-1	1555
contig_1	1785723	1786820	-1	1556
contig_1	1786804	1787463	-1	1557
contig_1	1787450	1788094	-1	1558
contig_1	1788097	1789293	-1	1559
contig_1	1789333	1790211	-1	1560
contig_1	1790208	1792979	-1	1561
contig_1	1792998	1793384	-1	1562
contig_1	1793411	1794139	-1	1563
contig_1	1795040	1796875	-1	1564
contig_1	1797015	1797653	1	1565
contig_1	1797664	1798449	-1	1566
contig_1	1798464	1798631	-1	1567
contig_1	1798615	1798887	-1	1568
contig_1	1798956	1799384	-1	1569
contig_1	1799392	1799568	-1	1570
contig_1	1799731	1800990	1	1571
contig_1	1801086	1802354	1	1572
contig_1	1802451	1802918	1	1573
contig_1	1803243	1803434	1	1574
contig_1	1803574	1804914	-1	1575
contig_1	1805151	1805933	1	1576
contig_1	1805952	1807742	1	1577
contig_1	1807754	1808422	1	1578
contig_1	1808671	1809957	1	1579
contig_1	1810122	1811024	1	1580
contig_1	1811048	1812130	1	1581
contig_1	1812146	1814350	1	1582
contig_1	1814347	1814607	-1	1583
contig_1	1814701	1815639	1	1584
contig_1	1815727	1816356	1	1585
contig_1	1816410	1816766	1	1586
contig_1	1816779	1817132	1	1587
contig_1	1817138	1817998	1	1588
contig_1	1817995	1818837	1	1589
contig_1	1818832	1819854	-1	1590
contig_1	1820008	1820772	1	1591
contig_1	1820867	1821667	-1	1592
contig_1	1821724	1822932	-1	1593
contig_1	1823108	1824214	1	1594
contig_1	1824239	1825282	1	1595
contig_1	1825311	1827125	1	1596
contig_1	1827243	1828106	1	1597
contig_1	1828132	1828680	1	1598
contig_1	1828869	1829078	1	1599
contig_1	1829233	1829997	1	1600
contig_1	1830085	1832793	1	1601
contig_1	1832801	1833412	-1	1602
contig_1	1833444	1833632	-1	1603
contig_1	1833646	1834767	-1	1604
contig_1	1834775	1836784	-1	1605
contig_1	1836802	1837350	-1	1606
contig_1	1837343	1838242	-1	1607
contig_1	1838413	1839957	1	1608
contig_1	1839993	1840982	1	1609
contig_1	1841026	1841517	1	1610
contig_1	1841517	1842260	1	1611
contig_1	1842322	1843734	-1	1612
contig_1	1843942	1844484	-1	1613
contig_1	1844739	1844933	1	1614
contig_1	1844953	1845963	1	1615
contig_1	1846211	1847422	-1	1616
contig_1	1847529	1848503	-1	1617
contig_1	1848779	1850041	1	1618
contig_1	1850044	1851765	1	1619
contig_1	1851762	1853771	1	1620
contig_1	1853909	1854025	1	1621
contig_1	1854104	1855483	1	1622
contig_1	1855489	1856532	-1	1623
contig_1	1856789	1857130	1	1624
contig_1	1857145	1857480	-1	1625
contig_1	1857700	1859400	1	1626
contig_1	1859533	1862034	1	1627
contig_1	1862052	1863158	1	1628
contig_1	1863155	1865365	-1	1629
contig_1	1865661	1865828	-1	1630
contig_1	1865992	1866978	1	1631
contig_1	1867097	1868113	1	1632
contig_1	1868503	1868796	-1	1633
contig_1	1868845	1870413	-1	1634
contig_1	1870410	1871714	-1	1635
contig_1	1871783	1872538	1	1636
contig_1	1872551	1873291	1	1637
contig_1	1873639	1874052	1	1638
contig_1	1874052	1875218	1	1639
contig_1	1875344	1876078	1	1640
contig_1	1876145	1876405	1	1641
contig_1	1876713	1880057	1	1642
contig_1	1880683	1881024	-1	1643
contig_1	1881058	1881951	-1	1644
contig_1	1881957	1882325	-1	1645
contig_1	1882518	1884995	1	1646
contig_1	1885097	1887280	-1	1647
contig_1	1887553	1888527	-1	1648
contig_1	1888943	1890520	-1	1649
contig_1	1890773	1891138	1	1650
contig_1	1891142	1891444	-1	1651
contig_1	1891562	1893235	1	1652
contig_1	1893242	1893637	1	1653
contig_1	1893735	1894127	1	1654
contig_1	1894073	1894507	1	1655
contig_1	1894511	1895335	1	1656
contig_1	1895386	1896717	-1	1657
contig_1	1896745	1897503	-1	1658
contig_1	1897496	1899358	-1	1659
